x,y
0.072816233,0.248614855
0.100735814,0.228317299
0.075749651,0.261427877
0.090162356,0.246919889
0.084449793,0.234508368
0.099944998,0.265348801
0.100758883,0.265209567
0.10490349,0.291474334
0.096182301,0.265924766
0.101906573,0.272120349
0.122345404,0.284569587
0.135671383,0.293467905
0.131643577,0.29538181
0.126537193,0.276138229
0.133609675,0.271863232
0.12885775,0.266875666
0.116016479,0.262832424
0.116694106,0.284434749
0.126342276,0.263359081
0.129879002,0.26854894
0.129308022,0.224108158
0.119396489,0.239816069
0.111257901,0.246723362
0.12222714,0.241702319
0.123349048,0.241431258
0.10279569,0.236321791
0.117557135,0.239757848
0.114032797,0.239963515
0.112451791,0.220249138
0.107477079,0.235494007
0.126386544,0.220581578
0.134833404,0.224919139
0.114503649,0.229199225
0.131124358,0.2144937
0.113715244,0.2305484
0.118042453,0.281436699
0.12533017,0.274315271
0.122053559,0.267052568
0.105583627,0.281158124
0.133772208,0.263262675
0.131780114,0.335387579
0.118461824,0.314442711
0.122970521,0.306640612
0.124490786,0.316530363
0.134580373,0.317659111
0.139882744,0.380862316
0.128045559,0.33746853
0.124381075,0.332409344
0.12706634,0.363097558
0.131894618,0.358649622
0.125970808,0.363503053
0.130784921,0.39109798
0.125200221,0.373061177
0.141333433,0.375275747
0.113602275,0.378728421
0.134515776,0.362098198
0.138271379,0.37096324
0.139728177,0.380398518
0.127970899,0.360237842
0.142894336,0.36301993
0.145296009,0.37015863
0.138946224,0.388292128
0.146805753,0.380174347
0.155559166,0.367805256
0.137987333,0.3779256
0.153256094,0.352504516
0.141597281,0.361616501
0.146897064,0.376736608
0.145332939,0.369263231
0.159262828,0.352242467
0.157670467,0.313522372
0.178340187,0.349260914
0.177638014,0.331548957
0.149127456,0.330149855
0.150495177,0.336227793
0.173722944,0.281627368
0.176062413,0.310492963
0.169507741,0.298863107
0.171416187,0.31153688
0.16074287,0.316947209
0.180343277,0.292853818
0.186806476,0.293883665
0.182713522,0.288958721
0.166502235,0.293680732
0.178615051,0.303188395
0.163943779,0.305381453
0.185482937,0.277275979
0.181665953,0.295640079
0.178827991,0.284457343
0.161876503,0.28147914
0.141781105,0.295456516
0.14108341,0.263770691
0.145336659,0.291525561
0.162333305,0.301265617
0.150143376,0.28054589
0.11643808,0.302722696
0.118661114,0.303780809
0.13352113,0.302696753
0.14509594,0.300285357
0.112453837,0.318423093
0.083312435,0.331674986
0.09860618,0.328637616
0.092706672,0.347144985
0.084270151,0.323619382
0.113035417,0.323167519
0.089798988,0.353270089
0.0938253,0.350187703
0.105211971,0.342864409
0.07909512,0.350239823
0.093703348,0.379634
0.097898778,0.366347784
0.080016516,0.375195169
0.09510822,0.36900121
0.084664445,0.357850037
0.09287746,0.377061736
0.097868636,0.389233999
0.107477605,0.359876125
0.07508359,0.372815516
0.089483116,0.343784944
0.105781252,0.362234056
0.083499817,0.375506952
0.091211935,0.353463291
0.102807563,0.351418881
0.088480569,0.374003353
0.108283409,0.361398466
0.098208487,0.368689136
0.113427958,0.372477101
0.096347887,0.375916152
0.117072336,0.381475722
0.117045325,0.368888999
0.122705176,0.353445324
0.139018189,0.36690024
0.144108414,0.379070927
0.12795983,0.363345457
0.130427409,0.366955912
0.141088991,0.376114054
0.140393052,0.327634881
0.125498284,0.361410094
0.134455328,0.37121168
0.157679529,0.336858607
0.134797651,0.353794809
0.121383673,0.338289329
0.134301946,0.333171758
0.14232434,0.342747344
0.125355905,0.360651415
0.295499613,0.312983174
0.317824623,0.312553356
0.316396283,0.342626872
0.296178857,0.313680628
0.318515815,0.302957164
0.295727479,0.33508632
0.299082012,0.329397301
0.31658518,0.325810344
0.292527949,0.322029123
0.285092887,0.310968883
0.290277006,0.34021342
0.298985716,0.32312154
0.294579343,0.320718581
0.305203189,0.333142353
0.296625609,0.322077919
0.307927903,0.430478717
0.302775347,0.406270474
0.305175245,0.423942544
0.319285161,0.415117533
0.293828917,0.437460484
0.286661371,0.409448887
0.319171769,0.424454742
0.308409173,0.40503191
0.30174958,0.406467171
0.308051511,0.42419128
0.324231,0.409987956
0.293401497,0.402971104
0.301725276,0.403993972
0.335156935,0.390607337
0.294213421,0.421360304
0.311103059,0.395804414
0.314018499,0.372434434
0.310837974,0.389242903
0.314421742,0.388697654
0.329573364,0.372670381
0.321171978,0.333257219
0.29616297,0.288128822
0.300852754,0.331283115
0.299446673,0.324175776
0.310486312,0.320552595
0.257217012,0.347766129
0.247373713,0.357239921
0.234779204,0.365955897
0.258242256,0.345462901
0.244385209,0.342639405
0.210603957,0.42769023
0.222048157,0.429910974
0.204645187,0.430480805
0.228429139,0.426215716
0.223996581,0.430455614
0.242662988,0.471669569
0.227472497,0.479750962
0.245130869,0.478255299
0.227493916,0.476217747
0.217533061,0.474586222
0.269971606,0.477255156
0.263239181,0.435898638
0.252931235,0.462104385
0.257022635,0.452819122
0.259432253,0.458518261
0.284073993,0.450472344
0.276440744,0.456388583
0.283937034,0.434965294
0.293274146,0.446798164
0.283864453,0.435953948
0.300883384,0.378917363
0.290902335,0.387333536
0.275614045,0.401029526
0.303600331,0.395588785
0.31444559,0.388006618
0.27758299,0.382228801
0.293125948,0.386903112
0.296217057,0.367301411
0.274448129,0.375293557
0.256853653,0.393109306
0.262368473,0.398262781
0.249918284,0.413767294
0.252196246,0.416847432
0.264810341,0.397983792
0.263660389,0.407627662
0.24297806,0.418303834
0.251200022,0.436328617
0.254843307,0.42841089
0.269432893,0.443657522
0.254577227,0.441803806
0.247052221,0.402487529
0.232072904,0.402465172
0.227053845,0.406131138
0.231932808,0.392080353
0.238730165,0.418778946
0.24092898,0.362849063
0.245299846,0.385351634
0.232886955,0.366838102
0.242762644,0.398280123
0.243349325,0.375348204
0.252328866,0.374668004
0.248061222,0.36443979
0.256888158,0.376379861
0.256860955,0.369433834
0.250500521,0.363119064
0.218980139,0.379340347
0.25283761,0.375824543
0.24023868,0.375116952
0.252170282,0.378167046
0.2467196,0.375254077
0.241117896,0.394394057
0.224207396,0.38175171
0.231071477,0.377929277
0.210312075,0.382553895
0.224854692,0.384801855
0.209555686,0.380813151
0.210800671,0.369215265
0.223753976,0.360135195
0.206608267,0.384837665
0.223391376,0.396107851
0.292645237,0.310204551
0.270667262,0.306665241
0.297108098,0.30739295
0.289973487,0.32435833
0.290033235,0.327645763
0.31447364,0.306675412
0.294753039,0.310357076
0.317411358,0.289403857
0.312730271,0.286212653
0.301332244,0.285661122
0.301558421,0.340652054
0.298270073,0.337647668
0.309504164,0.34569558
0.289578061,0.347563154
0.297448107,0.32933717
0.305678373,0.406775537
0.327687407,0.409991818
0.313897195,0.410430221
0.290808358,0.432626617
0.305711765,0.43737607
0.323830078,0.434536617
0.323738751,0.430233499
0.334360712,0.4640762
0.323560736,0.445624754
0.336728322,0.457692982
0.356293792,0.384944055
0.353849192,0.383024484
0.357842159,0.387957582
0.348862308,0.368908741
0.370074471,0.393455142
0.33500307,0.323337211
0.355992379,0.304049905
0.343499853,0.32066969
0.334618338,0.311653248
0.344619365,0.300478473
0.296290471,0.290693958
0.313206558,0.289604917
0.308968853,0.278266221
0.310671866,0.288463128
0.310169983,0.281492701
0.286135158,0.15980259
0.286104785,0.180671097
0.282466035,0.160205921
0.280387748,0.192030855
0.300281119,0.185933342
0.271965586,0.125460641
0.267427399,0.135212752
0.2725176,0.156305787
0.275269934,0.1359924
0.290249334,0.139691802
0.263764625,0.070670434
0.264541108,0.099621293
0.25409834,0.091764501
0.23523165,0.100471506
0.259472171,0.09766769
0.267410385,0.085188403
0.262115763,0.077964513
0.271730706,0.067956329
0.255748565,0.07954286
0.267629038,0.093761075
0.235765835,0.092791228
0.243543137,0.092692339
0.221262736,0.103098898
0.245859079,0.102738244
0.206497098,0.107380117
0.215476478,0.144144861
0.216295058,0.141749745
0.225515161,0.160990555
0.228112254,0.14905428
0.233004768,0.143280404
0.226959135,0.151796584
0.225774006,0.15527924
0.219663196,0.161286445
0.22983435,0.148458688
0.227581057,0.150512118
0.236702495,0.162188248
0.249918389,0.166642218
0.246750481,0.163710931
0.264282849,0.180215983
0.248303134,0.170885559
0.3024351,0.156095712
0.314073964,0.141216961
0.307683349,0.140354514
0.290623861,0.149974541
0.287275856,0.153748814
0.307662891,0.119405845
0.329658697,0.127647959
0.311919099,0.12835262
0.3223846,0.118965462
0.307540261,0.096417778
0.287447534,0.086296035
0.308371993,0.083365643
0.316475547,0.070453413
0.302420828,0.079258888
0.314758397,0.083703861
0.316483846,0.053441435
0.295696674,0.048153846
0.298495042,0.062694269
0.294453605,0.036452933
0.295926527,0.064035836
0.280212961,0.05706183
0.272790896,0.04865155
0.274112245,0.044719011
0.254328888,0.052449836
0.276529762,0.031367965
0.235509653,0.102983729
0.245399122,0.084019468
0.251840369,0.084034696
0.244147821,0.069911425
0.237151069,0.073391887
0.236573044,0.10638928
0.23533584,0.134608782
0.234676078,0.110851005
0.250030843,0.109716769
0.246379297,0.113552951
0.24969047,0.128910911
0.246010205,0.114852383
0.244876048,0.134899408
0.252737388,0.124639195
0.262199529,0.128145146
0.290358241,0.11263347
0.258802374,0.121201207
0.273221435,0.120442461
0.275361393,0.134469343
0.25697274,0.119275194
0.268472197,0.088381866
0.2569925,0.089249618
0.248782502,0.091529468
0.266936144,0.098451561
0.254095884,0.078142499
0.242910005,0.085226302
0.255396544,0.079194159
0.264482951,0.064589334
0.264640902,0.084959235
0.247251707,0.093060152
0.227489277,0.062036871
0.253772994,0.054899642
0.219957548,0.051566943
0.235505743,0.050530812
0.236722893,0.043920257
0.202628237,0.06955415
0.19138028,0.059378016
0.213373504,0.062391147
0.183864338,0.049393725
0.211009568,0.058348517
0.163156136,0.089540226
0.178337711,0.093542928
0.189460057,0.09059288
0.170940696,0.086779385
0.166619183,0.082295217
0.177883276,0.13611177
0.149946606,0.123198159
0.168941102,0.127489849
0.167962293,0.125120834
0.166521478,0.140681234
0.16885333,0.176700613
0.179680742,0.175601043
0.172445222,0.176259995
0.160085396,0.174736953
0.168086937,0.171930791
0.185665449,0.169591844
0.193881902,0.171740546
0.179268639,0.187477236
0.198591968,0.167626343
0.186538468,0.168159455
0.227301909,0.189641312
0.211765032,0.202798145
0.237176587,0.195877472
0.202999331,0.197881388
0.212822226,0.185710787
0.246538639,0.168598611
0.249148685,0.184218716
0.261180188,0.166785607
0.25560103,0.168464638
0.262208718,0.165717825
0.264922394,0.160866541
0.2787769,0.169150375
0.287286852,0.169812556
0.280352146,0.165131396
0.284226714,0.153463588
0.307126989,0.148562574
0.312393243,0.180675196
0.311474089,0.162425821
0.30775535,0.162641702
0.308021438,0.169925921
0.327647178,0.149092651
0.339769218,0.146560038
0.334226681,0.142128658
0.320091667,0.148595717
0.322328607,0.137079343
0.334373401,0.120984347
0.353147307,0.108339836
0.3286301,0.125589178
0.356001806,0.119683408
0.339185503,0.120521741
0.336990509,0.160779253
0.336261549,0.165096037
0.333371858,0.152612932
0.334707739,0.148801115
0.335809735,0.155238726
0.344992965,0.16506002
0.331924552,0.165386316
0.336778745,0.183259635
0.323512269,0.185178461
0.35733904,0.170071442
0.287876946,0.223148981
0.308706707,0.182367823
0.301563037,0.202345489
0.283670305,0.219293978
0.29294725,0.197967211
0.282982233,0.200591446
0.275467901,0.197901709
0.266717398,0.224427591
0.303267599,0.217302379
0.265423683,0.20087811
0.27207375,0.204048699
0.27916835,0.181743886
0.269594255,0.210096628
0.282349419,0.204003662
0.282212765,0.234946601
0.26312116,0.19137713
0.283772888,0.224806028
0.263844226,0.224673372
0.270793686,0.221589999
0.270548323,0.2188994
0.251602246,0.229334884
0.257616581,0.245593153
0.26294626,0.223559063
0.250843822,0.225026958
0.24886598,0.24863355
0.246073092,0.23997942
0.256264817,0.218915571
0.257056516,0.223382325
0.237540276,0.220091758
0.254664356,0.22353305
0.233784968,0.230009418
0.255030474,0.222743228
0.242445417,0.213558572
0.252007729,0.219057617
0.250232619,0.220054527
0.242691505,0.321898906
0.23883656,0.312646774
0.236509982,0.319004518
0.248498347,0.303319983
0.255250348,0.330313476
0.250434023,0.317181931
0.24744041,0.305438865
0.261763252,0.304965218
0.23338604,0.325183295
0.238451619,0.310801079
0.247700035,0.329177269
0.266128196,0.316619776
0.258122373,0.321139997
0.258946396,0.309596898
0.247729802,0.318773939
0.274985995,0.349529339
0.283037997,0.36885123
0.301616258,0.36088894
0.281102217,0.365220411
0.278931452,0.357858341
0.273712996,0.349899608
0.289328724,0.356242432
0.284779813,0.358966728
0.278907678,0.339792442
0.283762017,0.338097767
0.223965326,0.345164312
0.248456695,0.346198358
0.240164354,0.341010355
0.233634459,0.331492621
0.231279044,0.337613043
0.226767449,0.385846738
0.226789887,0.394950609
0.223346619,0.375736277
0.224222039,0.39236653
0.22122449,0.402335307
0.225779862,0.421308805
0.225527914,0.41945296
0.26002951,0.421711182
0.208195362,0.411771154
0.21079318,0.42278802
0.243982002,0.445752975
0.245788237,0.450889436
0.238801755,0.458502894
0.234324372,0.444726941
0.223346027,0.44887711
0.325563743,0.369867289
0.308498452,0.375489266
0.30611637,0.376146082
0.306046932,0.376678234
0.299014048,0.370717442
0.32615658,0.365207843
0.333788213,0.34993775
0.332683059,0.352220298
0.322547274,0.348117913
0.330508983,0.368126179
0.340599727,0.351330917
0.348599475,0.347643621
0.339214977,0.344006625
0.334733355,0.345967066
0.332414862,0.347195865
0.308313231,0.453527344
0.316039453,0.452465074
0.317073873,0.470941257
0.311734737,0.469147652
0.303753702,0.450898583
0.282119127,0.465147634
0.30282758,0.458474588
0.26569336,0.458944498
0.280064361,0.4608493
0.300397118,0.458678915
0.316807225,0.275481897
0.328867547,0.265607458
0.330493678,0.287587236
0.348343457,0.268963014
0.343495531,0.279185626
0.3484251,0.351666057
0.357315143,0.341757637
0.368739097,0.361474886
0.363475475,0.343205329
0.34001446,0.348339026
0.36825224,0.425908791
0.343906426,0.413506665
0.333752229,0.43571851
0.335474416,0.428435053
0.35116812,0.430823069
